secid,date,symbol,symbol_flag,exdate,last_date,cp_flag,strike_price,best_bid,best_offer,volume,open_interest,impl_volatility,delta,gamma,vega,theta,optionid,cfadj,am_settlement,contract_size,ss_flag,forward_price,expiry_indicator,root,suffix,cusip,ticker,sic,index_flag,exchange_d,class,issue_type,industry_group,issuer,div_convention,exercise_style,am_set_flag
108105,2023-02-28,SPX 230317C3050000,1,2023-03-17,2023-01-18,C,3050000,930.7,932.8,0,22,0.723303,0.965401,0.000126,62.72209,-583.6881,144072395,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3060000,1,2023-03-17,2023-01-18,C,3060000,919,923.3,0,1,0.705824,0.966834,0.000124,60.53701,-554.1769,150042910,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3070000,1,2023-03-17,,C,3070000,909,913.3,0,0,0.698132,0.966569,0.000126,60.9425,-552.4727,150042911,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3075000,1,2023-03-17,2022-10-17,C,3075000,904,908.3,0,2,0.694293,0.966435,0.000127,61.14756,-551.6172,149816706,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3080000,1,2023-03-17,,C,3080000,899.1,903.3,0,0,0.691273,0.966153,0.000129,61.57885,-553.0823,150042912,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3090000,1,2023-03-17,,C,3090000,889.1,893.4,0,0,0.68442,0.965729,0.000132,62.22432,-553.6667,150042913,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3100000,1,2023-03-17,2023-02-09,C,3100000,880.7,883.4,0,7,0.689195,0.963098,0.000139,66.18622,-588.2908,144072396,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3110000,1,2023-03-17,,C,3110000,869.2,873.4,0,0,0.669942,0.965009,0.000137,63.31588,-552.4656,149969762,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3120000,1,2023-03-17,,C,3120000,859.2,863.5,0,0,0.663113,0.964563,0.00014,63.9891,-552.9822,149969763,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3125000,1,2023-03-17,2022-10-10,C,3125000,854.2,858.5,0,11,0.659311,0.964414,0.000141,64.2146,-552.0905,146057142,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3130000,1,2023-03-17,,C,3130000,849.2,853.5,0,0,0.655514,0.964262,0.000142,64.44193,-551.1961,149969764,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3140000,1,2023-03-17,,C,3140000,839.3,843.5,0,0,0.648703,0.963801,0.000145,65.13452,-551.669,149952068,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3150000,1,2023-03-17,2023-01-09,C,3150000,831.1,833.2,0,141,0.652277,0.961186,0.000153,69.02097,-583.3336,144072397,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3160000,1,2023-03-17,,C,3160000,819.4,823.6,0,0,0.635093,0.962853,0.000152,66.55178,-552.531,149952069,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3170000,1,2023-03-17,2023-01-18,C,3170000,809.4,813.6,0,1,0.627549,0.962524,0.000155,67.0415,-550.6811,149952070,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3175000,1,2023-03-17,2022-10-11,C,3175000,804.4,808.7,0,51,0.624525,0.962197,0.000156,67.526,-551.9863,146057143,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3180000,1,2023-03-17,2023-01-18,C,3180000,799.4,803.7,0,1,0.620761,0.962028,0.000158,67.77713,-551.0505,149952071,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3190000,1,2023-03-17,2022-12-30,C,3190000,789.5,793.7,0,28,0.613977,0.961522,0.000162,68.52454,-551.3901,149952072,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3200000,1,2023-03-17,2023-02-17,C,3200000,781.3,783.4,0,556,0.617066,0.958767,0.00017,72.55282,-582.2365,144072398,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3210000,1,2023-03-17,2022-10-04,C,3210000,769.6,773.8,0,0,0.600418,0.960481,0.000169,70.05603,-551.9775,149921265,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3220000,1,2023-03-17,,C,3220000,759.6,763.8,0,0,0.592935,0.96011,0.000172,70.59886,-550.0362,149921266,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3225000,1,2023-03-17,2023-02-08,C,3225000,754.6,758.8,0,12,0.5892,0.959922,0.000174,70.87402,-549.0605,146057144,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3230000,1,2023-03-17,2022-10-04,C,3230000,749.7,753.9,0,1,0.586869,0.959397,0.000177,71.63879,-552.4383,149890953,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3240000,1,2023-03-17,2022-09-29,C,3240000,739.7,743.9,0,4,0.579407,0.959006,0.00018,72.20603,-550.454,149890954,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3250000,1,2023-03-17,2023-02-21,C,3250000,731.5,733.6,0,146,0.582015,0.956096,0.00019,76.38975,-580.4384,144072399,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3260000,1,2023-03-17,2022-10-04,C,3260000,719.8,724,0,4,0.565886,0.957856,0.000189,73.86905,-550.7373,149890955,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3270000,1,2023-03-17,2022-09-27,C,3270000,709.8,714,0,18,0.558457,0.957436,0.000193,74.47379,-548.6915,149890956,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3275000,1,2023-03-17,2022-10-20,C,3275000,704.9,709.1,0,1,0.556081,0.956874,0.000196,75.2794,-551.9215,146057145,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3280000,1,2023-03-17,,C,3280000,699.9,704.1,0,0,0.55237,0.956656,0.000198,75.59138,-550.8804,149890957,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3290000,1,2023-03-17,2022-10-04,C,3290000,689.9,694.1,0,1,0.544958,0.956212,0.000202,76.22466,-548.7853,149855724,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3300000,1,2023-03-17,2023-02-14,C,3300000,681.5,684.1,0,45,0.547706,0.952954,0.000214,80.82037,-579.9081,144072400,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3310000,1,2023-03-17,,C,3310000,670,674.2,0,0,0.531461,0.954933,0.000213,78.04055,-548.7296,149816707,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3320000,1,2023-03-17,,C,3320000,660.1,664.3,0,0,0.525345,0.954089,0.000218,79.22933,-550.7199,149816708,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3325000,1,2023-03-17,2023-02-14,C,3325000,656.9,658.9,0,1943,0.53026,0.951335,0.000227,83.06952,-578.2663,144072401,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3330000,1,2023-03-17,2022-09-29,C,3330000,650.2,654.3,0,1,0.518588,0.95341,0.000224,80.1822,-550.5815,149816709,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3340000,1,2023-03-17,2022-10-05,C,3340000,640.2,644.4,0,1,0.51183,0.952715,0.000229,81.15357,-550.4019,149816710,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3350000,1,2023-03-17,2023-02-14,C,3350000,632,634.1,0,13,0.513414,0.949439,0.000242,85.67728,-578.3817,144072402,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3360000,1,2023-03-17,2022-09-30,C,3360000,620.3,624.5,0,3,0.498312,0.951274,0.000242,83.15444,-549.9146,149816711,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3370000,1,2023-03-17,2022-11-10,C,3370000,610.4,614.6,0,3,0.492143,0.950337,0.000248,84.44631,-551.6171,149816712,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3375000,1,2023-03-17,2023-02-14,C,3375000,605.4,609.6,0,45,0.488463,0.95005,0.000251,84.83961,-550.4363,144072403,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3380000,1,2023-03-17,,C,3380000,600.5,604.6,0,0,0.485371,0.949569,0.000255,85.49977,-551.2487,149816713,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3390000,1,2023-03-17,2022-10-03,C,3390000,590.5,594.7,0,1,0.478598,0.948781,0.000262,86.57529,-550.8334,149816714,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3400000,1,2023-03-17,2023-02-09,C,3400000,582.3,584.4,0,171,0.479643,0.945284,0.000275,91.28942,-577.6559,144072404,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3410000,1,2023-03-17,2023-01-18,C,3410000,570.7,574.8,0,24,0.465603,0.946946,0.000277,89.06145,-551.814,149816715,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3420000,1,2023-03-17,2023-01-11,C,3420000,560.7,564.9,0,2,0.458812,0.946091,0.000285,90.20959,-551.2364,149816716,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3425000,1,2023-03-17,2023-02-17,C,3425000,557.5,559.5,0,2117,0.462707,0.943001,0.000295,94.31841,-576.7717,144072405,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3430000,1,2023-03-17,2022-12-02,C,3430000,550.8,554.9,0,1,0.452017,0.945214,0.000293,91.38332,-550.606,149816717,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3440000,1,2023-03-17,,C,3440000,540.9,545,0,0,0.445756,0.944109,0.000301,92.85283,-551.8356,149816718,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3450000,1,2023-03-17,2023-02-01,C,3450000,532.7,534.7,0,2302,0.446242,0.94036,0.000317,97.7729,-577.3641,144072406,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3460000,1,2023-03-17,,C,3460000,521,525.2,0,0,0.432651,0.942016,0.00032,95.61188,-552.153,149816719,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3470000,1,2023-03-17,2022-12-27,C,3470000,511.1,515.2,0,11,0.425821,0.94103,0.000329,96.90162,-551.2665,149816720,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3475000,1,2023-03-17,2022-12-27,C,3475000,506.2,510.3,0,144,0.42317,0.940211,0.000335,97.96674,-553.5892,144072407,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3480000,1,2023-03-17,2023-02-17,C,3480000,501.2,505.3,0,12,0.419492,0.939802,0.00034,98.49608,-552.1713,149816721,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3490000,1,2023-03-17,2022-11-17,C,3490000,491.3,495.4,0,4,0.413142,0.93854,0.000351,100.1253,-552.9806,149816722,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3495000,1,2023-03-17,,C,3495000,486.3,490.4,0,0,0.409462,0.938109,0.000356,100.6791,-551.5214,152903372,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3500000,1,2023-03-17,2023-02-28,C,3500000,483.1,485.1,10,425,0.413047,0.934494,0.000369,105.273,-577.0639,144072408,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3505000,1,2023-03-17,,C,3505000,476.4,480.5,0,0,0.403085,0.936792,0.000368,102.3627,-552.2,151599745,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3510000,1,2023-03-17,2022-11-29,C,3510000,471.5,475.6,0,2,0.400372,0.935902,0.000374,103.4941,-554.302,149816723,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3515000,1,2023-03-17,,C,3515000,466.5,470.6,0,0,0.396686,0.935436,0.00038,104.0848,-552.7761,151599746,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3520000,1,2023-03-17,2022-11-29,C,3520000,461.6,465.7,0,2,0.393952,0.934523,0.000387,105.2368,-554.8083,149816724,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3525000,1,2023-03-17,2023-02-24,C,3525000,456.6,460.7,0,37,0.390262,0.934037,0.000393,105.8473,-553.2469,144072409,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3530000,1,2023-03-17,2022-11-28,C,3530000,451.7,455.8,0,1,0.387509,0.933101,0.0004,107.0207,-555.2075,149816725,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3535000,1,2023-03-17,,C,3535000,446.7,450.8,0,0,0.383814,0.932595,0.000406,107.6519,-553.6091,151599747,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3540000,1,2023-03-17,2022-11-28,C,3540000,441.8,445.9,0,2,0.38104,0.931633,0.000413,108.8477,-555.4962,149816726,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3545000,1,2023-03-17,,C,3545000,436.9,441,0,0,0.378251,0.930658,0.000421,110.0543,-557.3339,151599748,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
108105,2023-02-28,SPX 230317C3550000,1,2023-03-17,2023-02-27,C,3550000,433.5,435.7,0,923,0.380325,0.927237,0.000435,114.2413,-577.9084,144072410,1,1,100,0,,,,,64881510,SPX,9999,1,32768,,A,,CBOE S&P 500 INDEX,I,E,
